Demographic variable,Response,Count,ees,mw_p,op_p,lm_p,mt_p,ld_p,if_p,rw_p,pb_p,lc_p,HSE_index,PERMA_index,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59,B60,C01_1,C01_2,C01_3,C01_4,D01,D02,D03,E01 [4],E02_01,E02_02,E02_03,E02_04,E02_05,E02_06,E02_07,E02_08,E02_09,E02_10,E02_11,E02_12,E02_13,E02_14,E02_15,E02_16,E02_17,E02_18,E02_19,E02_20,E03 [4],E03A_01,E03A_02,E03A_03,E03A_04,E03A_05,E03A_06,E03A_07,E03A_08,E03A_09,E03A_10,E03A_11,E03A_12,E03A_13,E03A_14,E03A_15,E03A_16,E03A_17,E04_01,E04_02,E04_03,E04_04,E04_05,E04_06,E04_07,E04_08,E04_09,E04_10,E04_11,E04_12,E05,E06_A,E06_B,E06_C,E06_D,W01,W02,W03,W04,J04B,W05,W07,W08
H03,Less than 1 year,2938,69.718,75.96,82.999,76.72,84.598,65.265,85.327,75.95,49.143,63.226,23.643,73.411,90.81,79.277,78.705,55.537,75.375,81.314,84.683,81.007,88.488,86.592,72.417,85.534,85.933,73.909,74.087,76.338,42.769,89.714,86.133,77.929,70.606,61.838,70.375,58.089,89.312,91.411,78.903,81.704,71.91,75.247,85.617,77.384,71.2,74.319,49.608,52.454,45.383,78.739,74.531,63.817,70.751,52.574,48.225,74.156,47.408,58.677,76.218,77.232,46.196,66.939,65.099,60.3,25.334,91.216,74.523,77.774,73.833,80.681,57.78,81.815,3.858,13.827,41.243,41.072,86.136,52.163,76.777,6.269,21.196,5.435,20.109,10.87,20.652,2.174,30.978,3.804,0.543,21.739,7.065,1.087,3.261,4.348,13.043,10.87,13.043,8.152,17.935,6.522,7.084,17.788,13.462,22.596,42.308,1.442,45.673,50.962,31.25,35.096,34.135,27.404,6.25,2.404,14.423,18.269,17.308,0.962,42.788,13.942,29.808,19.231,2.404,12.5,1.442,3.846,3.365,1.923,2.404,5.288,46.635,16.585,52.404,59.709,32.99,55.863,59.966,49.589,32.09,58.558,69.296,11.578,78.689
H03,1 year but less than 3 years,4185,64.561,71.924,80.896,72.847,80.374,59.805,79.643,71.538,39.012,55.047,28.877,70.035,86.926,76.793,73.862,51.364,70.578,79.57,82.218,75.669,86.863,83.964,66.148,79.775,83.883,70.096,69.791,74.048,38.221,86.356,81.823,72.921,62.993,57.447,63.218,55.545,83.999,86.968,70.943,76.667,67.041,73.321,86.258,73.343,61.406,67.854,37.5,45.448,34.098,73.716,67.36,54.221,59.191,40.258,42.748,67.36,38.292,52.211,68.03,69.976,48.42,57.7,54.469,48.912,33.756,89.271,69.849,72.743,68.58,76.344,61.22,72.307,7.95,17.074,37.596,37.38,88.437,53.362,69.495,12.943,20.594,6.308,20.965,12.059,25.603,4.453,27.829,5.937,1.855,19.852,4.824,1.67,2.226,5.937,22.449,9.462,10.39,10.39,14.471,3.154,12.793,17.944,13.458,26.916,38.692,1.308,41.682,51.028,28.224,36.449,37.196,31.402,4.112,1.682,10.467,18.131,15.888,0.561,48.502,13.858,30.899,26.779,2.996,2.434,2.247,2.622,3.558,1.685,2.434,5.056,46.255,19.318,49.623,60.264,33.198,49.436,54.96,47.179,31.989,56.138,63.084,11.532,76.441
H03,3 years but less than 5 years,2372,61.979,73.238,80.691,72.17,81.189,57.216,76.929,70.529,35.569,50.325,30.013,70.153,86.968,79.501,74.155,53.801,71.826,79.469,81.906,74.958,85.793,83.91,67.524,78.162,82.075,70.017,67.033,71.453,40.742,85.787,83.066,74.694,62.732,52.024,58.843,55.251,80.818,85.154,67.99,73.735,66.639,74.008,86.709,70.717,59.384,65.738,35.302,41.73,29.692,67.904,61.708,50.528,52.973,35.374,36.525,61.587,36.203,50.105,64.108,63.909,51.035,52.805,50.253,46.436,36.946,87.347,69.169,70.152,68.621,75.875,66.428,67.766,9.928,15.716,34.896,39.459,91.865,65.814,66.752,16.407,19.33,9.794,23.711,11.598,21.134,2.835,28.093,5.67,2.062,24.742,7.99,2.062,3.608,5.67,19.072,9.536,14.948,18.557,14.691,3.351,14.924,18.927,14.407,37.853,37.288,1.977,44.915,45.198,27.966,43.785,43.22,31.073,4.237,3.955,14.124,18.362,13.277,1.13,50.708,15.014,33.711,31.161,3.683,3.683,1.7,2.55,2.266,1.983,2.833,3.966,48.295,15.607,43.182,67.33,42.353,49.048,54.599,48.222,35.421,56.321,62.902,11.981,77.037
H03,5 years but less than 10 years,1894,60.786,73.574,79.329,70.249,81.996,54.47,75.484,69.722,32.541,49.05,30.29,70.144,85.05,78.867,73.968,55.151,74.815,77.719,81.025,71.859,84.294,83.678,64.974,76.241,80.285,68.059,64.297,68.691,40.053,86.325,83.712,75.964,60.38,49.921,55.632,51.928,79.175,84.302,66.367,72.122,66.455,73.587,86.793,67.39,57.249,66.79,32.488,38.986,26.135,67.97,59.545,48.757,51.533,32.822,34.055,59.492,36.945,50.503,61.965,59.377,52.381,50.555,47.435,47.332,38.543,87.639,69.588,67.831,68.288,75.753,59.863,65.323,9.481,13.612,32.998,43.909,93.43,69.343,65.246,17.159,17.538,8.615,24,9.846,21.231,2.769,27.692,2.769,4.308,24.615,10.154,2.154,2.154,5.846,21.538,6.769,13.846,13.538,15.385,6.769,13.735,20.077,12.355,37.066,37.066,2.703,37.066,42.085,27.799,38.224,35.135,31.66,4.247,6.564,13.127,22.78,20.849,3.475,46.923,14.231,32.692,29.231,6.538,3.077,1.538,1.923,5.769,4.231,4.615,6.923,47.104,15.234,36.965,72.587,51.24,52.236,57.455,51.893,38.232,60.18,63.926,10.504,74.854
H03,10 years or more,4792,60.917,76.448,83.612,70.536,82.836,54.212,76.915,70.684,34.676,49.885,29.487,71.892,87.991,84.132,77.88,58.213,74.092,82.105,85.112,71.825,85.042,81.94,67.28,75.867,80.535,68.497,63.051,67.762,43.414,87.184,84.18,77.167,63.386,49.498,55.037,48.934,79.24,85.212,68.18,75.089,67.203,74.995,86.195,68.348,59.665,67.621,34.287,40.351,29.344,66.736,60.468,50.785,51.171,36.176,33.87,63.065,37.819,48.861,57.537,53.867,58.729,50.565,47.931,47.418,40.895,87.142,68.596,65.796,69.316,76.598,61.389,66.072,8.283,10.086,23.003,58.629,94.288,76.51,67.448,15.772,17.663,12.616,21.647,9.562,16.866,1.992,23.639,4.117,3.586,20.053,11.554,1.594,2.789,6.507,18.858,7.968,18.991,19.655,16.999,5.046,13.552,12.5,6.636,29.938,36.883,2.16,40.741,48.457,28.086,41.049,39.969,24.383,5.71,5.247,9.259,15.741,16.821,2.623,41.113,10.355,33.539,32.767,6.337,0.927,1.082,1.391,2.164,1.082,2.937,6.955,37.558,11.969,39.408,70.14,32.922,53.853,60.215,51.067,40.742,60.318,61.827,9.713,74.288
H04,Less than 1 year,2053,71.606,75.431,85.265,78.082,85.111,67.418,86.203,78.201,51.486,65.06,22.621,73.857,91.622,78.049,79.678,53.632,74.087,83.975,86.556,81.637,88.829,86.455,74.939,87.043,85.916,74.902,76.611,78.418,46.116,90.639,86.842,77.816,72.257,64.111,71.68,61.493,90.063,91.813,79.922,83.033,74.525,78.032,86.872,78.791,74.488,76.499,51.926,54.608,47.953,79.22,76.683,65.833,72.998,55.512,51.659,75.134,48.34,60.078,78.655,80.518,49.561,69.688,68.601,60.488,24.976,92.885,74.598,79.659,75.585,81.667,48.246,82.269,2.391,11.274,38.995,47.34,80.621,46.463,78.669,5.902,17.355,3.306,14.876,8.264,19.008,4.132,31.405,2.479,0,12.397,6.612,0,2.479,2.479,12.397,9.091,10.744,5.785,17.355,9.917,5.412,24.324,17.117,27.027,40.541,1.802,42.342,42.342,24.324,33.333,35.135,22.523,3.604,0,11.712,17.117,18.018,1.802,48.649,17.117,27.928,18.018,3.604,4.505,2.703,4.505,7.207,1.802,0.901,7.207,38.739,12.727,45.946,54.545,39.535,55.975,59.931,49.437,33.088,59.022,70.073,12.414,79.658
H04,1 year but less than 3 years,3592,65.063,71.163,80.457,72.755,80.159,60.12,79.815,72.275,37.891,54.459,28.736,70.107,86.605,75.877,73.793,49.888,69.582,78.953,81.978,75.64,87.04,83.719,65.84,79.783,83.955,70.003,70.064,73.962,37.406,86.351,81.851,72.256,63.315,57.664,63.887,55.543,84.448,87.315,70.592,76.88,67.057,73.315,85.965,73.675,64.206,69.432,35.933,44.695,33.064,72.829,67.029,55.06,58.784,40.513,41.827,66.695,36.138,51.337,69.379,70.477,48.216,58.612,54.819,48.243,31.269,89.39,68.943,72.56,68.032,76.407,59.56,72.935,7.398,17.309,37.214,38.079,87.223,49.101,69.597,12.793,21.444,5.908,21.882,11.597,27.79,3.939,28.665,6.346,2.407,21.007,5.252,1.969,2.845,6.127,24.726,10.722,11.16,10.284,13.567,2.845,12.789,19.826,13.725,26.797,38.998,1.307,44.444,50.98,27.669,36.819,36.383,30.719,5.011,2.614,13.508,19.608,16.34,0.871,46.288,12.664,32.969,25.546,2.402,3.493,2.183,1.747,3.057,1.528,1.747,5.677,45.197,18.985,51.648,59.121,34.783,50.182,54.909,47.202,31.348,55.98,64.035,11.623,75.307
H04,3 years but less than 5 years,2499,61.936,72.237,79.072,71.292,80.792,57.723,77.298,70.323,37.335,50.474,30.081,69.714,86.635,78.878,73.037,51.904,70.765,77.991,80.144,74.82,85.108,83.681,65.292,77.711,81.778,68.966,66.653,70.878,37.956,85.749,82.598,73.99,63.305,52.661,60.481,54.367,81.553,86.194,68.136,73.269,65.759,73.237,86.023,71.165,59.952,65.799,37.535,42.914,31.573,68.667,62.31,50.581,54.046,34.99,37.285,61.874,35.417,48.999,64.171,64.048,48.135,52.682,50.541,45.076,32.439,87.43,69.283,70.868,67.374,74.91,66.547,68.018,9.23,16.613,36.717,37.44,91.341,60.459,65.832,15.372,20.104,7.572,21.41,12.272,22.454,3.394,28.46,6.005,1.567,23.76,8.616,2.089,3.133,7.05,18.799,8.616,14.36,15.405,16.188,3.916,13.966,20.917,15.759,36.963,35.53,2.292,42.12,44.699,27.507,42.407,40.974,29.226,4.298,3.438,13.181,19.771,12.607,1.146,53.448,15.23,29.31,29.023,1.437,4.598,2.011,2.874,2.874,2.299,2.586,4.023,48.991,16.618,45.954,65.706,38.235,48.254,53.636,46.024,33.802,54.976,63.308,12.204,75.761
H04,5 years but less than 10 years,2223,60.495,73.583,78.408,70.126,81.062,54.33,75.967,68.481,33.033,48.882,30.382,69.9,85.83,79.666,73.219,54.57,74.584,76.608,80.243,72.335,84.962,83.679,64.82,76.698,80.684,67.717,64.108,69.321,36.965,85.2,82.523,75.473,59.901,50.023,56.312,51.08,79.739,84.685,67.207,72.245,64.806,72.715,86.673,68.032,54.779,63.833,33.123,39.091,26.856,68.933,60.748,47.591,52.25,32.238,32.569,59.775,36.724,49.121,61.656,59.136,51.443,49.64,46.691,47.143,35.647,87.303,69.037,68.124,69.037,75.293,61.549,66.832,9.612,15.388,35.199,39.801,93.801,67.692,65.322,15.977,17.465,10.141,21.69,10.423,20.563,3.38,25.352,2.254,3.38,23.944,7.324,2.535,1.972,5.352,20.282,7.324,14.085,14.648,14.085,5.352,13.141,15.517,12.414,34.138,36.552,2.069,42.759,45.172,30,37.586,35.172,31.379,6.207,4.828,12.414,20.69,18.966,1.724,46.575,14.041,30.822,27.397,5.479,4.795,1.37,2.055,3.767,2.397,3.425,5.822,51.546,21.799,46.207,68.836,41.333,49.887,56.397,49.751,35.763,57.678,63.792,11.116,75.926
H04,10 years or more,5663,61.522,77.098,84.234,71.498,83.245,55.029,77.539,70.849,35.606,52.119,28.976,72.043,88.176,83.991,78.199,59.685,75.499,82.739,85.724,72.946,85.595,82.976,68.283,76.984,81.407,69.603,64.028,68.538,44.49,87.551,84.565,77.642,63.738,50.876,55.811,49.708,79.837,85.3,69.225,75.879,67.674,74.425,86.167,69.04,59.543,68.181,35.212,41.393,30.182,68.846,61.804,52.275,53.362,38.554,36.463,65.333,40.877,51.565,58.834,56.569,56.564,52.124,49.673,50.61,42.913,87.023,69.873,66.797,69.621,77.275,65.634,67.784,8.691,10.944,25.949,54.416,95.682,78.968,68.959,15.253,18.235,12.66,23.926,9.988,16.26,1.626,25.203,4.181,3.484,21.37,11.266,1.394,2.555,6.272,18.467,7.782,18.002,19.628,16.957,4.878,13.905,12.325,6.607,29.225,38.628,2.033,39.644,49.682,29.479,41.042,40.788,27.446,4.828,5.21,9.403,15.248,17.408,2.414,41.094,11.196,34.097,33.333,7.125,1.781,1.018,2.036,2.29,1.781,3.817,6.489,39.236,11.198,37.308,71.191,36.482,54.319,60.556,52.064,40.3,60.66,61.285,9.604,75.456
H05,Manager,5006,67.171,83.788,85.268,75.823,87.706,61.864,83.022,70.829,42.629,58.658,26.207,74.916,92.827,88.44,82.969,70.306,84.353,83.759,86.793,78.546,87.73,88.889,72.109,82.058,85.072,71.303,68.804,74.005,49.62,89.706,88.26,85.192,65.741,56.611,65.506,59.644,86.057,89.022,77.175,79.856,71.423,75.744,90.404,72.88,52.501,62.003,43.348,48.641,35.917,76.874,69.285,56.356,62.495,41.535,43.165,69.948,48.07,60.352,70.569,68.713,60.536,59.788,57.366,59.052,47.238,90.466,79.244,74.64,77.325,81.059,69.172,75.351,6.867,14.194,35.075,43.864,96.021,74.386,73.91,11.413,21.127,6.866,14.613,12.148,23.415,2.817,27.465,4.577,3.169,12.852,7.746,1.585,1.937,4.577,20.599,8.099,13.556,12.676,18.486,4.754,11.588,14.36,9.862,28.547,42.042,1.73,39.965,46.886,32.007,33.564,37.024,31.661,2.595,2.249,7.612,10.208,17.993,1.903,38.754,13.495,29.585,33.737,13.322,4.671,2.076,4.152,1.211,1.384,4.325,4.152,42.586,15.986,40.734,69.686,32.114,58.049,64.442,55.01,39.1,65.377,68.043,7.922,81.125
H05,Non-manager,11240,62,70.162,80.379,70.89,79.676,56.469,77.129,72.128,36.444,51.343,29.455,69.574,85.473,76.306,72.84,48.075,68.096,78.945,81.814,73.273,85.363,81.494,65.672,77.566,81.425,69.432,66.869,70.383,37.365,85.939,81.629,71.43,63.473,53.196,58.278,50.851,80.846,85.62,67.588,74.488,66.233,73.648,84.384,70.925,66.096,71.45,35.482,41.822,32.007,68.423,62.86,52.658,54.725,38.902,37.422,63.582,35.448,47.986,62.704,62.406,48.056,53.885,51.096,45.938,30.115,87.597,65.963,68.828,66.301,75.247,57.669,68.48,8.209,13.649,32.014,46.128,88.457,58.854,67.227,14.516,18.305,10.197,24.631,10.135,19.779,2.887,26.229,4.607,2.58,24.754,9.029,1.843,3.01,6.45,19.533,8.845,15.418,16.093,14.865,4.484,12.803,17.455,11.892,31.224,36.3,1.947,42.698,48.261,26.912,41.446,39.221,27.399,5.772,4.659,13.143,21.21,15.855,1.878,48.538,12.883,33.357,26.95,1.045,2.716,1.393,1.462,3.9,2.089,2.368,6.616,44.413,15.243,44.857,64.521,39.308,49.597,54.6,47.04,34.502,55.164,62.109,12.315,73.887
H06,Full-time,14834,63.934,74.763,81.921,72.612,82.296,58.708,79.117,71.671,38.612,53.884,28.386,71.313,88.123,80.212,76.282,55.56,73.626,80.475,83.375,75.169,86.092,84.059,67.942,79.16,82.701,70.225,67.927,71.733,41.093,87.033,83.906,75.946,64.339,54.725,61.099,54.627,82.614,86.65,70.971,76.254,68.148,74.297,86.321,71.833,61.526,67.874,38.187,44.25,33.392,71.393,65.224,53.991,57.593,39.779,39.609,65.566,39.611,52.214,66.03,65.071,52.226,56.353,53.479,50.189,35.312,88.58,70.622,71.062,70.034,77.187,61.38,70.844,7.583,13.954,33.306,45.157,90.611,63.184,69.404,13.374,19.161,8.241,20.779,11.021,21.587,2.932,28.059,4.954,2.882,20.93,8.948,1.567,2.781,6.067,20.425,8.948,14.813,12.942,16.431,4.499,12.451,17.299,11.659,30.586,38.449,2.007,42.245,48.427,28.85,39.262,39.208,29.338,4.61,3.905,11.659,17.625,16.432,1.627,45.44,13.301,32.139,29.316,4.56,3.474,1.683,2.443,3.149,1.792,3.04,5.863,43.889,14.87,43.357,66.885,37.918,52.167,57.491,49.531,35.741,58.585,64.517,11.112,76.35
H06,Part-time,1384,59.869,69.845,81.214,70.174,80.636,51.62,76.964,72.265,35.069,50.292,29.283,70.161,83.454,78.1,72.509,48.081,66.956,79.61,82.803,71.997,86.252,80.655,64.394,76.717,80.564,67.779,62.355,68.863,41.527,87.925,81.417,72.523,62.301,48.336,53.885,41.896,80.58,87.029,65.847,74.476,64.451,74.259,85.301,67.971,66.207,75.361,34.226,40.087,30.875,66.908,60.174,51.664,51.702,38.812,34.515,64.877,36.186,47.498,55.347,56.431,48.154,48.478,48.191,47.072,35.58,87.4,63.748,65.725,66.256,75.398,59.291,67.782,10.087,12.337,29.173,48.403,91.746,67.104,67.496,15.751,17.512,19.355,33.18,7.373,12.442,2.304,14.286,1.843,1.382,28.571,5.991,3.687,1.843,4.608,13.825,6.452,14.747,35.484,10.138,5.991,12.292,7.647,7.059,29.412,33.529,0.588,38.235,42.353,22.353,39.412,32.353,20.588,7.647,4.706,9.412,21.176,15.294,4.706,47.059,10,34.118,25.294,4.118,0.588,0.588,0,2.941,2.941,1.765,6.471,43.195,21.429,46.746,57.647,31.507,52.25,58.721,49.017,37.745,55.395,57.868,9.652,73.28
H06,Jobshare,39,70.946,85.128,94.872,79.858,85.47,69.231,85.897,75.214,41.026,66.453,25,78.289,92.308,87.179,89.744,74.359,82.051,94.872,94.872,79.487,79.487,87.179,76.923,84.615,92.308,74.359,76.316,82.051,66.667,89.744,84.615,82.051,69.231,69.231,73.684,64.103,87.179,84.615,84.615,86.842,74.359,74.359,92.308,82.051,56.41,71.795,46.154,41.026,35.897,78.947,82.051,58.974,71.795,56.41,58.974,82.051,53.846,56.41,74.359,76.923,73.684,69.231,65.789,69.231,58.974,87.179,82.051,74.359,74.359,79.487,69.231,82.051,5.263,18.421,34.211,42.105,94.872,79.487,84.615,12.821,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],12.821,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],65.789,78.947,63.158,34.211,71.795,71.795,2.564,79.487
H07,Permanent contract,14506,63.105,74.345,82.101,72.271,82.222,58.089,78.514,71.367,37.724,52.873,28.799,71.117,87.523,80.347,75.852,55.05,72.942,80.728,83.482,74.521,86.122,83.75,67.573,78.5,82.324,70.062,67.206,71.423,41.172,87.209,83.73,75.726,64.057,54.016,60.832,53.444,81.969,86.403,69.832,75.872,67.4,74.287,86.184,70.96,61.121,68.219,37.023,43.851,32.287,70.446,63.978,53.171,55.958,38.747,38.386,65.152,38.725,51.315,64.199,63.519,52.341,54.795,52.163,49.179,36.075,88.217,69.74,69.995,69.496,77.179,62.129,69.726,7.884,13.3,32.34,46.476,91.665,65.091,68.828,14.198,19.338,9.791,22.065,10.765,21.189,2.971,26.352,4.627,2.825,22.065,8.573,1.754,2.63,6.137,19.922,8.281,15.538,15.587,15.392,4.579,12.938,16.809,10.939,31.057,38.1,1.974,41.889,48.346,28.282,39.541,38.634,28.655,4.963,4.055,11.58,18.303,16.009,1.974,45.833,12.767,32.532,29.22,4.861,2.671,1.442,2.083,3.205,1.87,2.938,6.143,43.583,15.334,43.272,66.631,37.469,52.119,57.507,49.593,36.355,58.266,63.785,10.801,76.26
H07,Fixed-term contract,992,69.55,74.898,81.552,75.205,82.056,63.446,82.543,75.467,46.808,61.796,25.219,72.258,89.617,77.722,78.99,54.049,74.067,80.444,82.661,79.536,85.974,84.848,71.313,83.065,84.577,72.02,71.992,75.025,43.434,86.667,83.939,75.479,68.718,59.858,63.222,61.717,86.276,88.194,76.97,78.766,73.286,77.094,86.754,75.782,68.788,71.169,47.379,50.202,42.843,77.296,73.865,62.31,68.453,51.564,49.899,69.697,46.465,56.105,76.008,75.859,52.073,67.508,63.269,55.556,30.435,90.827,71.689,75.785,72.121,77.856,51.766,78.433,7.056,14.113,37.702,41.129,82.165,47.934,73.569,9.192,17.582,4.396,17.582,8.791,12.088,2.198,29.67,5.495,2.198,18.681,9.89,2.198,3.297,4.396,16.484,16.484,5.495,8.791,20.879,7.692,9.192,14.286,16.484,25.275,32.967,1.099,45.055,36.264,29.67,36.264,35.165,26.374,2.198,1.099,12.088,12.088,26.374,1.099,49.451,15.385,31.868,21.978,1.099,6.593,4.396,3.297,1.099,2.198,1.099,4.396,43.956,18.681,46.154,56.044,42.5,53.138,57.649,46.006,31.003,56.926,64.914,13.083,74.115
H07,Loaned from other CS organisation,369,64.727,77.453,75.745,72.739,83.017,55.488,82.317,69.178,38.406,57.277,26.721,72.793,91.328,80.488,75.068,57.995,82.337,71.545,79.946,78.32,86.992,86.141,64.402,83.198,85.637,70.19,69.399,69.293,34.06,85.637,82.656,80.759,62.5,54.076,56.25,48.641,87.534,88.347,78.591,75,66.396,61.518,82.656,74.728,62.06,67.751,37.772,43.597,34.06,76.423,69.919,52.304,65.312,40.108,40.489,66.938,44.809,59.128,73.713,66.576,41.417,55.827,55.285,61.308,33.607,89.402,79.62,77.929,70.572,72.283,80.217,81.301,6.831,27.322,42.077,23.77,98.347,62.983,73.481,8.696,12.5,3.125,37.5,12.5,9.375,0,28.125,3.125,0,12.5,6.25,0,3.125,0,18.75,12.5,9.375,12.5,9.375,0,8.152,6.667,20,16.667,40,0,40,63.333,40,33.333,46.667,36.667,6.667,3.333,13.333,16.667,13.333,0,23.333,26.667,16.667,30,0,33.333,3.333,10,6.667,3.333,6.667,0,50,10.345,60,60,26.667,54.076,62.398,52.989,29.891,62.5,62.331,9.756,78.862
H07,Temporary/agency worker,271,64.517,67.343,83.026,69.733,76.999,50.554,81.796,80.689,37.269,56.191,25.825,69.943,84.502,70.37,73.063,47.232,61.624,80.074,85.978,72.694,83.026,76.58,64.576,80.812,80.443,60.741,63.1,69.004,46.494,85.978,79.705,65.314,61.624,49.815,46.494,44.28,84.133,90.37,72.694,80.074,73.063,83.026,91.144,81.784,77.037,77.86,43.911,27.675,40.221,71.587,67.897,57.778,64.815,48.339,40.959,67.897,37.638,49.077,62.963,64.444,42.066,58.303,56.458,52.03,21.402,92.62,63.1,72.694,66.79,73.063,36.162,71.111,7.463,19.403,36.194,36.94,70.632,49.254,70.787,7.011,10.526,0,15.789,0,21.053,0,42.105,0,0,10.526,21.053,5.263,5.263,5.263,15.789,10.526,5.263,10.526,31.579,10.526,6.642,22.222,5.556,27.778,22.222,0,27.778,44.444,16.667,44.444,44.444,27.778,5.556,5.556,5.556,16.667,11.111,0,61.111,0,33.333,33.333,0,0,0,0,0,0,5.556,0,61.111,22.222,44.444,64.706,36.364,48.872,54.135,48.12,35.338,57.934,68.635,12.593,69.63
H07,Contractor/freelancer,70,72.464,81.143,82.143,73.317,79.048,46.31,86.071,79.048,46.377,60.317,23.505,74.926,92.857,86.957,81.159,63.768,80,78.571,85.714,77.143,87.143,91.176,63.768,84.286,85.714,67.143,69.565,66.667,40,82.857,81.159,72.857,54.286,47.826,42.647,38.571,90,94.203,79.71,80,74.286,77.143,92.857,78.571,75.362,75.714,56.522,31.884,50.725,70,74.286,65.217,66.667,44.286,48.571,68.571,44.928,58.571,71.429,67.143,57.971,64.286,65.714,57.143,31.884,88.571,78.571,72.464,74.286,78.571,33.333,75.362,5.882,14.706,33.824,45.588,59.322,42.373,57.895,8.571,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],4.286,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],59.42,66.667,65.217,43.478,69.565,72.464,5.882,75.362
H07,Secondee from outside CS,58,66.207,76.897,72.414,69.138,87.356,43.966,79.31,66.954,35.057,54.526,28.017,71.404,94.828,81.034,70.69,58.621,79.31,68.966,75.862,74.138,79.31,79.31,67.241,79.31,86.207,72.414,62.069,65.517,25.862,87.931,93.103,81.034,46.552,43.103,50,36.207,86.207,84.483,70.69,75.862,62.069,68.966,82.759,70.69,60.345,56.897,34.483,36.207,34.483,70.175,70.69,50,60.345,39.655,39.655,68.966,39.655,51.724,67.241,62.069,53.448,60.345,58.621,60.345,32.759,84.483,81.034,74.138,75.862,72.414,32.759,75.862,5.172,25.862,32.759,36.207,76.471,41.176,76.471,6.897,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],8.621,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],50,57.895,50,41.379,63.793,70.69,13.793,75.862
H8B,Analysis,1082,64.521,78.706,80.36,75.514,86.599,62.319,84.034,72.585,42.144,58.153,25.244,71.276,89.926,81.667,78.108,61.091,82.625,78.928,81.793,77.079,89.926,89.796,67.253,84.196,86.599,72.525,70.102,78.076,39.574,89.824,86.784,83.164,64.755,60.093,65.865,58.519,88.632,90.009,78.056,79.352,67.745,74.214,85.661,73.123,64.167,70.583,45.102,46.488,34.843,78.189,72.063,53.562,63.855,42.646,42.261,68.704,44.259,57.407,65.31,70.953,47.081,57.909,55.236,55.741,33.796,92.137,79.833,73.08,70.12,76.781,58.226,79.683,6.964,16.435,42.061,34.54,90.704,53.659,71.55,9.537,22.33,4.854,22.33,12.621,31.068,3.883,29.126,3.883,2.913,9.709,8.738,0.971,2.913,1.942,11.65,8.738,13.592,8.738,17.476,4.854,8.233,16.854,7.865,29.213,35.955,1.124,39.326,43.82,26.966,26.966,40.449,28.09,0,0,10.112,13.483,17.978,2.247,40.909,17.045,28.409,25,4.545,3.409,1.136,4.545,0,0,3.409,4.545,39.773,18.391,51.685,68.539,28.571,48.093,53.532,45.438,33.023,54.503,65.395,13.463,79.722
H8B,Commercial,286,66.632,79.231,85.315,77.308,83.566,65.093,81.906,74.068,40.676,57.42,26.18,71.69,91.259,81.053,78.322,63.287,82.168,83.916,86.713,79.72,90.909,86.014,70.629,84.266,88.811,77.273,74.825,77.273,43.158,88.462,83.158,79.021,70.175,61.189,66.434,62.456,84.615,88.811,78.322,75.874,67.483,75.524,88.112,77.273,63.287,72.727,39.86,47.902,34.035,73.684,68.182,57.193,65.263,40.909,43.357,69.58,41.958,56.643,70.28,69.93,52.632,64.336,62.238,58.042,35.211,91.958,73.944,74.737,70.28,77.895,62.456,73.776,5.594,12.937,38.462,43.007,87.189,56.272,65.714,10.14,17.241,6.897,31.034,17.241,20.69,6.897,44.828,0,0,17.241,3.448,0,13.793,6.897,17.241,0,3.448,10.345,0,0,9.79,7.143,10.714,25,57.143,3.571,50,50,50,39.286,25,28.571,0,7.143,3.571,17.857,7.143,0,39.286,7.143,53.571,17.857,0,3.571,7.143,0,3.571,3.571,3.571,3.571,50,12,60.714,57.143,35.714,49.123,52.113,47.535,36.491,58.947,67.018,8.07,75.789
